fighter_name,height,weight_lbs,reach_inches,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,age
Jin Oh Kim,69.0,205.0,72.0,5.06,25,8.43,50,0.0,0,66,0.0,46.73511293634497
Jong Won Kim,67.0,139.0,72.0,0.84,15,3.28,63,2.81,100,0,0.0,49.79329226557152
Dong Hyun Kim,74.0,170.0,76.0,2.12,49,1.89,58,2.93,43,71,0.6,44.80219028062971
Min Soo Kim,73.0,255.0,72.0,0.87,100,3.48,20,0.0,0,0,0.0,51.62217659137577
Jong Man Kim,67.0,139.0,72.0,1.33,21,3.0,60,0.0,0,0,0.0,48.511978097193705
MinWoo Kim,68.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,33.12799452429842
Ji Yeon Kim,67.0,125.0,72.0,5.37,36,5.41,56,0.0,0,50,0.1,36.884325804243666
HanSeul Kim,73.0,170.0,73.0,5.79,42,5.68,52,0.0,0,50,1.7,36.21629021218344
Rob Kimmons,70.0,185.0,73.0,1.86,48,4.79,38,2.08,46,25,2.4,45.59890485968515
Jeremy Kimball,72.0,205.0,72.0,2.81,46,3.84,49,1.41,20,50,0.0,35.67419575633128
Dustin Kimura,67.0,135.0,71.0,1.33,21,3.82,51,0.93,37,50,2.2,37.295003422313485
Mike King,75.0,185.0,72.0,4.44,58,1.29,72,1.75,25,40,3.5,43.09103353867214
Taiei Kin,71.0,185.0,72.0,2.71,60,1.33,52,0.0,0,55,0.0,56.16427104722793
Sangwook Kim,72.0,155.0,71.0,5.11,55,5.82,44,1.77,22,72,1.2,32.8870636550308
So Yul Kim,70.0,115.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,29.284052019164957
KyuSung Kim,71.0,125.0,69.0,1.53,53,0.87,69,0.0,0,33,0.0,33.83436002737851
SangWon Kim,69.0,145.0,69.0,3.18,57,3.73,58,0.69,25,72,0.0,33.01300479123888
KyeungPyo Kim,69.0,155.0,71.0,6.77,46,6.32,63,3.87,40,100,0.0,34.60369609856263
Kyle Kingsbury,76.0,205.0,79.0,2.97,40,3.81,51,2.64,41,52,0.0,44.459958932238195
Yusaku Kinoshita,72.0,170.0,71.0,4.65,50,5.12,51,0.0,0,50,0.0,26.04243668720055
Yurij Kiseliov,68.0,185.0,72.0,4.88,87,0.0,0,0.0,0,50,0.0,50.105407255304584
Kamuela Kirk,70.0,155.0,75.0,3.22,50,5.87,40,1.5,26,47,1.2,32.39972621492129
Justine Kish,65.0,125.0,64.0,4.51,48,4.59,57,0.87,33,50,0.1,38.39835728952772
Koji Kitao,79.0,350.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,62.902121834360024
Satoru Kitaoka,66.0,154.0,72.0,0.68,33,2.15,45,0.62,10,27,2.1,46.587268993839835
Top Noi Kiwram,65.0,125.0,67.0,4.47,59,3.23,66,2.72,85,74,0.0,34.05886379192334
Nick Klein,73.0,185.0,77.0,2.51,56,3.41,39,5.79,35,66,1.9,30.99520876112252
Ludovit Klein,67.0,155.0,72.0,3.83,53,3.57,53,1.29,50,76,0.0,31.537303216974674
Seth Kleinbeck,74.0,185.0,72.0,2.55,33,2.42,40,0.98,25,90,0.0,53.1170431211499
Stefan Klever,70.0,185.0,72.0,0.82,50,3.84,58,0.0,0,0,0.0,39.59753593429158
Fatima Kline,66.0,115.0,67.0,4.88,48,2.46,61,3.13,66,65,0.2,26.151950718685832
Felix Klinkhammer,72.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Drakkar Klose,69.0,155.0,70.0,4.25,55,3.65,49,1.49,26,69,0.0,38.49418206707735
Isao Kobayashi,68.0,145.0,72.0,1.01,33,1.66,45,2.17,100,100,0.0,37.856262833675565
Kelly Kobold,66.0,135.0,72.0,2.33,21,4.11,59,1.67,11,0,0.0,43.52908966461328
Michael Knaap,74.0,220.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,42.5242984257358
Kevin Knabjian,70.0,170.0,72.0,0.0,0,15.56,22,0.0,0,100,0.0,42.171115674195754
Jason Knight,70.0,145.0,71.0,2.95,33,3.02,51,1.31,31,47,1.7,34.14647501711157
Erik Koch,70.0,170.0,71.0,2.33,42,2.82,47,1.02,42,81,1.0,37.921971252566735
Josefine Knutsson,63.0,115.0,60.0,4.24,51,2.13,54,1.6,72,35,0.0,30.639288158795345
William Knight,70.0,205.0,73.0,2.62,56,3.3,35,1.78,40,48,0.4,38.42573579739904
Seokhyeon Ko,70.0,170.0,71.0,3.15,50,1.93,62,3.0,52,50,0.2,32.95003422313484
Brad Kohler,69.0,220.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,62.280629705681044
Charlie Kohler,69.0,155.0,72.0,0.81,33,4.31,46,0.0,0,0,4.0,50.1409993155373
Kaloyan Kolev,74.0,205.0,73.0,1.12,45,4.49,42,10.11,60,0,0.0,33.88637919233402
Tsuyoshi Kohsaka,71.0,225.0,72.0,1.88,38,4.41,54,1.32,20,33,0.4,56.50376454483231
Sokun Koh,73.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Shingo Kohara,66.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
John Kolosci,71.0,185.0,72.0,0.21,20,0.85,50,0.0,0,0,0.0,51.7782340862423
Yuki Kondo,71.0,183.0,72.0,1.14,42,2.57,51,0.76,41,37,0.5,51.14031485284052
Syuri Kondo,64.0,115.0,66.0,5.4,44,7.22,58,0.0,0,83,0.3,37.57426420260096
Mantas Kondratavicius,74.0,185.0,75.0,4.97,65,1.3,57,2.8,60,91,0.9,27.140314852840522
Andrei Kopylov,74.0,265.0,72.0,0.33,66,4.31,40,0.0,0,0,0.0,61.14168377823409
Cheick Kongo,76.0,240.0,82.0,3.33,56,1.28,54,2.3,56,52,0.2,51.30732375085558
Bruno Korea,66.0,135.0,65.0,2.12,34,3.96,42,0.0,0,25,0.0,35.19233401779603
Andrey Koreshkov,72.0,170.0,72.0,2.84,39,1.92,63,4.8,53,0,0.0,36.03832991101985
Chungreng Koren,66.0,135.0,67.0,6.78,54,4.56,39,10.0,46,0,1.7,28.594113620807665
Roman Kopylov,72.0,185.0,75.0,4.54,50,5.08,53,1.12,50,88,0.0,34.340862422997944
Ilya Kotau,70.0,170.0,72.0,3.94,40,4.38,44,6.57,100,100,6.6,39.59753593429158
Naoyuki Kotani,68.0,155.0,66.0,1.02,31,2.89,50,0.83,16,46,0.8,44.74469541409993
Steven Koslow,67.0,125.0,69.0,0.77,37,3.73,40,5.28,55,0,1.1,29.620807665982205
Josh Koscheck,70.0,170.0,73.0,1.79,36,2.27,63,2.46,48,64,0.4,48.766598220396986
Matt Kovacs,72.0,244.0,72.0,1.47,22,4.87,44,1.0,25,0,0.0,45.327857631759066
Iouri Kotchkine,74.0,235.0,72.0,0.67,38,4.92,15,0.0,0,25,0.0,56.709103353867214
Karolina Kowalkiewicz,63.0,115.0,64.0,5.54,42,5.77,56,0.36,23,74,0.2,40.89253935660506
Marcus Kowal,70.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,49.440109514031484
Martin Kozak,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,24.161533196440793
Jorgen Kruth,74.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,52.33127994524298
Steve Kozola,70.0,155.0,72.0,3.9,39,4.36,50,2.34,100,100,0.0,39.59753593429158
Derrick Krantz,70.0,170.0,72.0,2.07,37,4.03,50,3.18,50,0,0.8,38.64750171115674
Pascal Krauss,73.0,170.0,72.0,5.45,47,3.88,59,1.53,50,60,0.9,39.383983572895275
James Krause,74.0,170.0,73.0,4.79,49,4.11,61,0.96,18,59,0.9,40.257357973990416
Rene Kronvold,68.0,170.0,72.0,0.82,100,2.47,60,0.0,0,66,4.1,56.6735112936345
Mariusz Ksiazkiewicz,75.0,185.0,75.0,0.93,45,3.4,39,4.0,100,0,2.0,36.92265571526352
Nikita Krylov,75.0,205.0,77.0,4.38,54,2.75,48,2.19,38,53,1.1,34.49965776865161
Joe Kropschot,75.0,185.0,79.0,0.0,0,0.0,0,0.0,0,0,0.0,31.21697467488022
Kaynan Kruschewsky,72.0,155.0,73.0,5.67,50,5.71,46,2.74,100,75,2.1,35.42505133470226
Anton Kuivanen,68.0,155.0,72.0,2.27,38,1.63,67,1.2,100,71,0.4,42.34907597535934
Junya Kudo,70.0,135.0,72.0,1.85,71,4.44,33,0.0,0,0,0.0,43.455167693360714
John Kuhner,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,43.90143737166324
Eliezer Kubanza,69.0,170.0,74.0,2.11,50,6.97,37,0.0,0,100,0.0,28.70362765229295
Aleksei Kunchenko,68.0,170.0,70.0,3.67,44,2.83,63,0.25,33,80,0.0,42.34633812457221
Keigo Kunihara,72.0,235.0,72.0,0.17,10,1.99,57,4.97,40,100,2.5,39.59753593429158
Rizvan Kuniev,76.0,240.0,76.0,4.32,54,2.22,49,0.79,75,93,0.0,34.49144421629021
Michael Kuiper,72.0,185.0,73.0,3.28,54,3.62,54,2.3,55,79,0.0,37.24845995893224
Maiju Kujala,70.0,135.0,72.0,2.5,40,5.5,36,0.0,0,50,0.0,40.53114305270363
Sumit Kumar,65.0,125.0,66.0,2.8,24,4.67,46,6.0,30,60,0.0,25.99041752224504
Jon Kunneman,69.0,185.0,73.0,0.0,0,0.0,0,0.0,0,0,0.0,27.148528405201915
Leo Kuntz,70.0,155.0,72.0,1.68,32,3.8,45,1.99,25,33,0.7,42.926762491444215
Kiichi Kunimoto,70.0,170.0,71.0,1.87,44,3.92,41,1.59,20,28,0.3,45.34976043805612
Ramazan Kuramagomedov,73.0,170.0,73.0,11.67,67,9.13,54,1.0,14,0,0.0,30.036960985626283
Korey Kuppe,77.0,170.0,77.0,0.73,73,1.33,31,0.0,0,69,1.0,37.61806981519507
Tsuyoshi Kurihara,70.0,185.0,72.0,0.0,0,12.0,50,0.0,0,0,0.0,53.14989733059548
Eldari Kurtanidze,66.0,235.0,72.0,0.47,20,3.72,60,0.0,0,0,0.0,54.390143737166326
Kyle Kurtz,70.0,170.0,72.0,1.31,36,2.95,52,1.23,20,0,2.5,39.59753593429158
Guram Kutateladze,71.0,155.0,72.0,3.53,45,4.22,54,0.61,15,75,0.0,34.6611909650924
Vadym Kutsyi,72.0,170.0,71.0,5.53,48,4.94,55,3.53,40,0,0.0,35.13757700205339
Kaleo Kwan,67.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,56.09856262833676
Lina Kvokov,69.0,135.0,72.0,2.31,30,12.12,19,0.0,0,0,0.0,39.59753593429158
Jarrod Kwitty,68.0,185.0,72.0,0.53,50,4.4,32,8.0,50,0,2.0,39.59753593429158
Mike Kyle,76.0,205.0,77.0,3.93,51,3.35,49,1.33,62,50,0.8,46.43394934976044
Achmed Labasanov,75.0,215.0,72.0,0.75,39,1.1,46,3.0,100,0,0.8,48.369609856262834
Lisa Kyriacou,65.0,125.0,64.0,4.67,41,4.4,47,0.0,0,33,0.0,32.80219028062971
Josh LaBerge,70.0,145.0,72.0,2.53,36,5.33,44,0.0,0,71,0.0,39.59753593429158
Luan Lacerda,67.0,135.0,71.0,4.06,42,6.15,49,2.82,39,66,0.6,33.661875427789184
Daniel Lacerda,66.0,125.0,70.0,3.95,45,8.28,34,2.32,50,0,1.2,30.253251197809718
Kemran Lachinov,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Jeremiah Labiano,70.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Aspen Ladd,66.0,135.0,66.0,3.78,47,4.65,47,1.56,47,62,0.6,31.51813826146475
Ryan LaFlare,73.0,170.0,74.0,2.89,40,1.86,63,2.13,44,58,0.2,42.93223819301848
Corinne Laframboise,64.0,125.0,65.0,3.16,68,1.89,47,3.16,100,33,0.0,37.28405201916495
Ben Lagman,74.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,40.00547570157426
Todd Lally,67.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Tina Lahdemaki,62.0,115.0,72.0,1.93,20,4.67,57,0.0,0,16,0.0,38.275154004106774
Noad Lahat,69.0,145.0,69.0,2.79,46,1.47,63,2.37,26,16,2.4,42.24503764544832
Yohan Lainesse,73.0,170.0,76.0,2.22,41,3.38,58,0.94,28,72,0.5,34.06160164271047
Tim Lajcik,73.0,225.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,61.210130047912386
Sean Lally,72.0,170.0,72.0,5.34,39,7.23,30,0.0,0,0,0.0,35.83846680355921
Jason Lambert,75.0,185.0,75.0,3.21,58,1.84,50,1.35,36,28,2.4,51.26078028747433
Lionel Lanham,70.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,46.01505817932922
Jose Landi-Jons,71.0,170.0,72.0,0.99,40,0.77,43,2.2,80,40,2.2,52.99110198494182
Nate Landwehr,69.0,155.0,72.0,5.55,45,5.96,51,0.73,41,71,0.7,38.25051334702259
Aaron Lanfranco,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,40.030116358658454
Austen Lane,78.0,205.0,80.0,2.7,50,2.45,39,1.5,28,33,0.0,38.82546201232033
Ricardo Lamas,68.0,145.0,71.0,3.13,47,2.87,57,1.84,33,46,0.9,44.29568788501027
Jeremy Lang,71.0,205.0,72.0,1.13,50,1.41,42,4.22,60,0,4.2,51.32375085557837
Ryan Larson,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,45.68377823408624
Anthony Lapsley,69.0,170.0,72.0,0.53,34,0.58,66,0.0,0,20,0.0,46.562628336755644
Joseph Larcinese,63.0,125.0,64.0,5.4,52,5.07,56,2.0,40,50,0.0,27.9315537303217
TJ Laramie,66.0,145.0,66.0,1.49,50,2.64,38,1.44,33,40,0.0,28.892539356605067
Taylor Lapilus,66.0,135.0,73.0,4.59,48,2.61,62,0.27,33,77,0.3,34.41204654346338
Lina Lansberg,67.0,135.0,65.0,2.69,55,3.87,44,0.52,27,47,0.1,44.48459958932238
Chad Laprise,70.0,170.0,71.0,4.78,42,3.59,65,1.05,54,78,0.0,40.12320328542094
Icho Larenas,75.0,235.0,72.0,0.17,15,2.5,28,0.0,0,14,0.0,46.48596851471595
Jenel Lausa,65.0,125.0,68.0,1.44,42,3.53,53,0.55,66,51,0.8,38.09719370294319
Lorenz Larkin,71.0,170.0,72.0,3.53,46,2.74,63,0.27,42,79,0.1,40.0082135523614
Muhammed Lawal,72.0,205.0,78.0,3.79,52,1.61,66,5.96,75,87,0.0,45.65092402464066
Joe Lauzon,70.0,155.0,71.0,2.84,39,5.39,54,2.39,45,54,2.0,42.29158110882957
Sandra Lavado,67.0,115.0,66.0,0.87,37,2.67,34,0.0,0,33,0.0,32.34496919917864
Cody Law,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,31.45516769336071
Sione Latu,72.0,215.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Phillip Latu,75.0,205.0,76.0,3.4,51,7.07,31,0.0,0,100,0.0,35.55099247091034
Bobby Lashley,75.0,255.0,78.0,3.1,63,0.76,63,11.47,70,0,0.0,50.1409993155373
Jeremy Larsen,70.0,145.0,70.0,4.87,48,5.75,57,2.49,33,0,0.0,42.3025325119781
Brock Larson,71.0,170.0,71.0,1.39,46,1.5,55,2.67,34,43,2.0,49.03764544832307
Ilir Latifi,70.0,230.0,73.0,2.05,45,2.93,56,2.11,35,100,0.3,44.10951403148528
Justin Lawrence,68.0,145.0,67.0,3.84,35,2.83,67,0.72,28,73,0.0,36.31211498973306
Tom Lawlor,72.0,205.0,74.0,2.5,42,2.41,60,2.46,32,57,1.4,43.31279945242984
Chatt Lavender,68.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,50.286105407255306
Dan Lauzon,70.0,155.0,72.0,1.34,25,4.09,61,1.63,33,80,2.7,38.43668720054757
Valmir Lazaro,72.0,155.0,73.0,4.87,37,4.09,61,1.33,40,96,0.0,41.059548254620125
Lance Lawrence,73.0,145.0,74.0,5.87,50,9.8,24,1.0,100,50,0.0,33.19644079397673
Ronnie Lawrence,68.0,135.0,68.0,2.78,56,1.75,52,6.75,77,45,0.2,34.23134839151266
Robbie Lawler,71.0,170.0,74.0,3.85,47,4.67,59,0.65,64,65,0.0,44.46543463381246
Jimmy Lawson,72.0,265.0,77.0,0.07,8,1.6,44,0.0,0,0,0.0,34.8145106091718
Zviad Lazishvili,66.0,135.0,69.0,4.2,39,6.13,51,0.0,0,0,0.0,34.86652977412731
Mounir Lazzez,73.0,170.0,76.0,7.49,55,5.42,53,1.8,57,71,0.0,38.8062970568104
Cung Le,69.0,185.0,70.0,4.36,48,2.98,66,1.37,71,88,0.3,54.28336755646817
Eric Lawson,72.0,185.0,72.0,1.58,57,1.97,44,8.88,42,0,3.0,45.56331279945243
Carlos Leal,71.0,170.0,74.0,8.75,47,7.78,48,0.43,11,90,0.0,32.342231348391515
Quang Le,67.0,135.0,70.0,2.82,38,4.59,49,2.9,33,100,0.4,34.88569472963724
Jordan Leavitt,69.0,145.0,71.0,2.18,58,1.57,59,2.97,30,30,1.2,31.263518138261464
Thanh Le,69.0,145.0,74.0,1.97,40,1.82,70,0.0,0,100,0.0,41.02395619438741
Jerome LeBanner,75.0,265.0,72.0,0.92,35,1.03,37,0.0,0,50,0.0,53.69472963723477
Julien Leblanc,74.0,185.0,74.0,1.69,66,2.96,46,0.0,0,0,0.0,34.625598904859686
David Lee,70.0,155.0,72.0,1.49,50,3.31,42,0.0,0,50,0.0,48.40246406570842
James Lee,71.0,205.0,72.0,1.4,42,3.72,27,13.95,50,0,7.0,52.955509924709105
Jean-Paul Lebosnoyani,71.0,170.0,72.0,4.14,46,4.05,57,2.89,42,100,1.9,27.60848733744011
Justin Ledet,76.0,205.0,80.0,3.35,39,4.82,49,0.23,50,42,0.2,37.93839835728953
Chris Leben,71.0,185.0,73.0,2.87,42,2.87,52,1.14,41,53,0.8,46.12731006160164
Eun Soo Lee,73.0,215.0,72.0,0.0,0,3.05,60,0.0,0,50,0.0,44.50102669404517
Jackie Lee,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Tae Hyun Lee,78.0,295.0,72.0,1.37,31,3.89,54,5.15,100,0,0.0,51.63586584531143
Mickael Lebout,71.0,155.0,73.0,2.6,34,2.98,54,0.0,0,60,0.0,39.058179329226554
Stephen Ledbetter,69.0,145.0,72.0,1.2,38,1.6,57,5.0,45,100,0.0,44.186173853524984
ChangHo Lee,68.0,135.0,69.0,3.88,66,2.13,37,3.2,34,40,0.3,32.328542094455855
Vaughan Lee,66.0,125.0,66.0,3.47,47,2.07,70,0.81,33,72,1.0,43.893223819301845
Tommy Lee,67.0,145.0,72.0,0.0,0,0.3,75,4.57,33,0,0.0,49.62628336755647
JeongYeong Lee,70.0,145.0,73.0,3.38,49,3.82,50,0.63,66,72,0.3,30.8145106091718
Matt Lee,71.0,155.0,72.0,0.0,0,9.68,21,0.0,0,0,0.0,55.162217659137575
YiSak Lee,72.0,185.0,72.0,2.73,40,5.73,47,0.0,0,0,0.0,26.680355920602327
Ricky Legere Jr.,68.0,170.0,72.0,1.07,41,1.53,60,5.0,41,0,0.0,40.709103353867214
Macksom Lee,73.0,135.0,75.0,0.87,44,2.13,50,0.0,0,63,1.0,27.665982203969882
Imani Lee,70.0,155.0,72.0,0.0,0,0.94,33,0.0,0,0,0.0,49.138945927446954
Rocky Lee,69.0,145.0,72.0,2.47,51,5.33,44,1.0,10,33,0.0,39.41409993155373
JungHyun Lee,65.0,125.0,65.0,4.27,39,6.2,38,0.0,0,64,0.0,23.98904859685147
Andrea Lee,66.0,125.0,69.0,4.62,45,3.91,61,1.65,52,53,0.6,37.56605065023956
Kevin Lee,69.0,170.0,77.0,3.88,42,3.6,50,3.18,43,75,0.8,34.0041067761807
Sherron Leggett,68.0,155.0,72.0,2.86,51,2.08,47,5.19,80,33,0.0,47.860369609856264
Cheyden Leialoha,68.0,135.0,73.0,1.87,28,3.2,53,2.0,33,71,0.0,32.479123887748116
Claudia Leite,63.0,135.0,64.0,1.27,47,1.73,57,1.0,25,0,1.0,29.83709787816564
Stefan Leko,74.0,215.0,72.0,2.4,43,6.17,68,0.0,0,0,0.0,52.26009582477755
Thales Leites,73.0,185.0,78.0,2.13,40,2.99,52,2.1,27,30,1.1,44.99931553730322
Jovan Leka,76.0,263.0,75.0,1.96,70,0.98,50,0.86,100,55,0.9,24.479123887748116
Amanda Lemos,64.0,115.0,65.0,2.84,55,3.22,44,0.93,57,63,0.7,39.29363449691992
Giacomo Lemos,75.0,247.0,75.0,0.0,0,0.0,0,0.0,0,0,0.0,37.204654346338124
Christophe Leninger,72.0,200.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Gabe Lemley,68.0,155.0,72.0,0.82,35,6.03,45,0.0,0,0,0.0,39.59753593429158
Jesse Lennox,69.0,170.0,72.0,2.69,32,3.2,64,1.22,66,63,0.3,44.492813141683776
Jean Francois Lenogue,72.0,185.0,72.0,1.13,34,0.27,60,0.0,0,33,0.0,53.76865160848734
Nik Lentz,68.0,145.0,68.0,3.44,47,3.25,50,3.3,32,43,1.2,42.064339493497606
Alberta Cerra Leon,68.0,238.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Chad Leonhardt,72.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,46.54620123203286
Anthony Leone,66.0,135.0,72.0,1.94,53,2.52,56,1.72,18,0,0.0,39.279945242984255
Kimo Leopoldo,75.0,235.0,72.0,0.76,83,2.12,30,4.55,100,0,2.3,58.6694045174538
Victoria Leonardo,65.0,125.0,64.0,3.22,38,4.81,47,1.57,27,71,0.0,36.55304585900068
David Levicki,77.0,275.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Kyle Levinton,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Marcus LeVesseur,69.0,155.0,70.0,2.55,64,3.7,37,3.89,36,83,0.6,44.139630390143736
Michael Lerma,70.0,155.0,72.0,0.0,0,6.47,45,0.0,0,0,0.0,52.799452429842574
Lukasz Les,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,44.83504449007529
Frank Lester,71.0,170.0,72.0,2.18,36,3.82,53,0.0,0,0,0.0,42.23956194387406
Leah Letson,67.0,145.0,71.0,3.06,41,3.84,52,0.51,50,76,0.0,34.04243668720055
Justin Levens,71.0,185.0,72.0,1.24,47,3.15,37,1.69,50,33,5.1,46.38466803559206
Valerie Letourneau,67.0,115.0,68.0,4.51,37,5.4,58,0.77,45,66,0.3,43.356605065023956
Brock Lesnar,75.0,265.0,81.0,3.53,72,2.11,50,3.9,55,60,0.5,49.152635181382614
John Lewis,72.0,155.0,72.0,0.0,0,4.0,66,0.0,0,0,0.0,39.59753593429158
Natan Levy,69.0,155.0,71.0,3.7,52,3.19,58,5.03,58,41,0.5,34.93497604380561
Brandon Lewis,64.0,135.0,70.0,2.17,29,3.63,53,1.0,15,20,0.0,29.09514031485284
Malik Lewis,72.0,155.0,75.0,4.16,45,5.66,40,3.98,40,50,0.0,30.507871321013006
Bevon Lewis,75.0,185.0,79.0,3.73,43,2.67,54,0.0,0,66,0.0,35.34017796030116
Derrick Lewis,75.0,260.0,79.0,2.41,48,2.79,38,0.53,25,51,0.0,41.57700205338809
Jess Liaudin,69.0,170.0,72.0,2.46,51,2.76,41,3.28,53,30,1.6,39.59753593429158
Chuck Liddell,74.0,205.0,76.0,2.97,35,2.71,56,0.44,75,81,0.0,56.720054757015745
Li Yunfeng,68.0,135.0,68.0,0.53,29,2.55,35,0.0,0,50,0.0,27.498973305954827
Chi Lewis-Parry,81.0,243.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,43.07460643394935
Li Jingliang,72.0,170.0,71.0,4.46,42,3.95,56,1.19,41,60,0.0,38.46406570841889
Donnie Liles,69.0,170.0,72.0,2.25,41,1.75,65,2.5,28,0,1.2,39.59753593429158
Scott Lighty,74.0,205.0,72.0,2.91,21,4.24,49,0.0,0,0,0.0,47.893223819301845
Chris Liguori,69.0,185.0,72.0,0.29,33,1.44,0,0.0,0,50,0.0,39.59753593429158
Sam Liera,70.0,155.0,72.0,0.82,60,7.36,51,0.0,0,66,0.0,42.77891854893908
Jae Suk Lim,69.0,170.0,72.0,2.43,50,4.05,37,12.16,100,100,0.0,46.82546201232033
Zach Light,68.0,170.0,72.0,0.81,33,1.9,48,1.36,100,0,0.0,52.580424366872
Hyun Gyu Lim,75.0,170.0,77.0,4.45,41,5.07,51,0.23,100,73,0.2,41.637234770705
Rodrigo Lidio,71.0,155.0,73.0,0.97,50,0.0,100,0.0,0,50,0.0,37.16632443531827
Liang Na,65.0,125.0,67.0,1.99,42,3.95,36,3.6,58,25,0.5,30.11088295687885
GwanWoo Lim,74.0,145.0,74.0,0.53,42,2.47,24,0.0,0,53,1.0,25.111567419575632
Juliana Lima,65.0,115.0,65.0,1.94,44,2.11,55,1.72,31,70,0.0,44.479123887748116
Emiliano Linares,68.0,145.0,72.0,1.17,28,3.59,26,0.0,0,33,0.0,29.377138945927445
Felipe Lima,66.0,145.0,68.0,2.86,45,2.91,64,2.18,27,85,0.7,28.334017796030118
Mabelly Lima,62.0,135.0,72.0,3.07,63,5.67,44,0.0,0,100,0.0,32.61327857631759
Miguel Linares,70.0,155.0,72.0,6.51,50,8.84,36,0.0,0,0,0.0,39.59753593429158
Andre Lima,67.0,125.0,67.0,3.94,56,2.66,58,1.11,60,75,0.9,27.586584531143053
Matt Lindland,72.0,185.0,74.0,2.62,50,1.56,52,3.01,48,60,1.3,56.3066392881588
Dhiego Lima,74.0,170.0,75.0,3.12,39,3.88,58,1.26,34,73,0.6,37.596167008898014
Douglas Lima,73.0,170.0,72.0,1.92,36,2.84,60,0.6,100,46,0.0,38.6694045174538
Jake Lindsey,71.0,155.0,72.0,3.44,52,4.01,46,0.65,33,50,0.0,40.21081451060917
John Lineker,63.0,135.0,67.0,5.36,40,4.27,56,0.56,58,67,0.6,36.23545516769336
Lucio Linhares,74.0,185.0,72.0,0.99,22,3.47,34,1.86,50,50,1.9,52.74469541409993
Philipe Lins,74.0,205.0,78.0,3.8,49,3.59,46,1.65,33,100,0.0,41.054072553045856
Tainara Lisboa,67.0,135.0,67.0,2.01,44,2.88,45,1.67,31,53,0.3,35.51540041067762
Austin Lingo,70.0,145.0,70.0,3.86,37,4.86,57,0.43,66,75,0.0,32.158795345653665
Dean Lister,73.0,185.0,75.0,1.26,35,1.89,61,1.58,15,50,1.1,50.562628336755644
Abner Lloveras,71.0,155.0,72.0,6.27,49,6.87,43,2.0,20,0,0.0,44.00547570157426
Adam Livingston,74.0,155.0,71.0,0.36,33,1.08,0,0.0,0,60,0.0,25.059548254620122
Brian Lo-A-Njoe,67.0,155.0,72.0,3.87,42,0.0,0,0.0,0,66,0.0,50.62286105407255
Liu Ce,70.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,30.0041067761807
Wesley Little,76.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
James Llontop,72.0,155.0,73.0,5.57,41,4.12,57,0.0,0,54,0.0,27.096509240246405
John Lober,71.0,199.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,58.52703627652293
Dylan Lockard,69.0,145.0,72.0,1.31,53,3.31,52,2.31,40,28,1.2,34.299794661190965
Artem Lobov,69.0,145.0,65.0,3.52,41,4.82,50,0.39,25,52,0.0,40.07118412046543
