fighter_name,height,weight_lbs,reach_inches,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,age
Lyle Beerbohm,70.0,155.0,72.0,1.98,55,1.61,54,2.1,23,64,0.3,47.58384668035592
Azamat Bekoev,72.0,185.0,72.0,4.57,52,6.83,31,3.48,43,62,0.0,30.68583162217659
Diana Belbita,67.0,125.0,68.0,6.45,41,6.55,51,0.86,62,64,0.0,30.195756331279945
Mirsad Bektic,68.0,145.0,70.0,2.43,41,1.8,57,3.98,52,92,0.4,35.553730321697465
Yousri Belgaroui,78.0,185.0,79.0,6.1,64,2.17,63,0.29,100,66,0.0,34.261464750171115
Vitor Belfort,72.0,185.0,74.0,1.59,46,2.83,50,1.02,60,53,0.6,49.43189596167009
Rodolfo Bellato,75.0,205.0,75.0,5.37,60,5.86,46,1.38,35,94,0.2,30.584531143052704
Danilo Belluardo,72.0,155.0,74.0,1.52,61,4.79,41,3.5,100,50,0.0,32.12867898699521
Alan Belcher,74.0,185.0,75.0,2.7,41,3.1,59,0.44,26,55,0.9,42.36824093086927
Mike Bencic,72.0,215.0,72.0,0.0,0,3.32,53,0.0,0,0,0.0,60.17796030116359
Gabriel Benitez,68.0,155.0,71.0,5.26,41,4.49,63,0.22,50,55,0.9,38.2258726899384
Karla Benitez,63.0,113.0,72.0,0.0,0,2.4,57,0.0,0,100,0.0,47.5564681724846
Dave Beneteau,74.0,250.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Joey Beltran,73.0,185.0,75.0,4.92,36,5.27,54,0.48,18,75,0.0,44.74469541409993
Charles Bennett,68.0,155.0,72.0,1.39,39,1.35,64,2.02,100,36,2.0,46.78713210130048
Joseph Benavidez,64.0,125.0,65.0,3.52,34,2.67,61,1.41,30,62,0.6,42.09993155373032
Marco Beltran,68.0,125.0,69.0,2.07,37,1.93,63,0.7,50,46,0.2,40.303901437371664
DeAnna Bennett,64.0,125.0,68.0,3.13,58,3.27,58,0.0,0,0,1.0,41.79876796714579
Josh Bennett,76.0,259.0,72.0,2.9,40,5.8,43,1.5,100,100,0.0,39.59753593429158
Joe Benoit,69.0,170.0,72.0,0.0,0,0.0,100,0.0,0,0,0.0,44.48733744010951
Benjamin Bennett,72.0,170.0,73.0,4.53,54,4.53,65,6.0,60,0,0.0,32.33127994524298
Lance Benoist,71.0,170.0,72.0,3.68,51,2.7,56,1.5,33,61,0.0,38.02874743326489
Pat Benson,69.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,52.14784394250513
Ryan Benoit,65.0,125.0,68.0,2.88,39,3.65,58,0.28,22,72,0.4,37.0321697467488
Delphine Benouaich,70.0,115.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,31.463381245722108
Steve Berger,71.0,170.0,72.0,1.0,27,3.26,36,0.84,40,16,1.7,53.29774127310061
Theodor Berggren,71.0,170.0,75.0,3.49,35,10.78,33,0.0,0,0,0.0,26.409308692676248
Len Bentley,69.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,43.76728268309377
Kenneth Bergh,74.0,205.0,74.0,4.56,75,1.27,28,0.0,0,0,0.0,37.19644079397673
Arlind Berisha,70.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,25.83436002737851
Bret Bergmark,69.0,170.0,72.0,2.78,52,2.78,37,4.17,100,50,4.2,52.78302532511978
Keith Berish,72.0,205.0,72.0,3.58,36,4.81,62,1.76,40,0,0.0,40.8104038329911
Manny Bermudez,70.0,145.0,71.0,2.92,61,2.68,46,3.06,54,0,3.1,32.14236824093087
Dennis Bermudez,66.0,155.0,66.0,4.42,46,3.07,59,3.89,40,82,1.1,39.73169062286105
Talita Bernardo,64.0,135.0,68.0,3.12,42,4.04,55,1.62,22,28,0.5,39.50992470910335
Keith Berry,73.0,185.0,72.0,0.27,12,6.27,28,0.0,0,0,0.0,38.86652977412731
Dave Berry,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Allen Berube,68.0,155.0,72.0,0.92,80,0.92,33,6.87,100,0,3.4,52.03285420944559
Edson Berto,66.0,155.0,72.0,1.76,36,4.62,47,5.47,40,0,2.7,43.17316906228611
Anton Berzin,74.0,205.0,72.0,4.4,46,6.8,67,2.0,28,0,1.0,36.936344969199176
Scott Bessac,76.0,245.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,60.91991786447639
Dieusel Berto,69.0,200.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Chris Birchler,75.0,205.0,72.0,9.35,46,14.83,35,0.0,0,0,0.0,39.25530458590007
Magomed Bibulatov,65.0,125.0,65.0,3.6,51,1.83,52,2.85,40,75,0.0,38.039698836413415
Khadzhi Bestaev,78.0,185.0,76.0,6.15,29,10.0,43,0.0,0,0,0.0,38.1409993155373
Matt Bessette,70.0,145.0,70.0,4.36,41,4.45,58,0.64,28,61,0.3,41.68925393566051
Jonas Bilharinho,71.0,145.0,75.0,3.71,60,3.36,57,0.0,0,100,0.0,36.29295003422313
Arjan Bhullar,73.0,245.0,75.0,2.33,56,3.25,59,1.73,75,100,0.0,40.31759069130732
KB Bhullar,76.0,185.0,78.0,4.31,49,5.39,45,0.0,0,0,0.0,34.902121834360024
Fernando Bettega,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,46.49144421629021
Angad Bisht,67.0,125.0,67.0,3.91,51,4.56,33,2.41,37,100,0.0,31.255304585900067
David Bielkheden,70.0,155.0,71.0,1.11,57,1.64,54,2.65,63,14,0.0,47.252566735112936
Alivia Bierley,70.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,29.960301163586585
Jeremiah Billington,69.0,205.0,72.0,1.6,62,7.06,35,0.0,0,50,0.0,48.8104038329911
Blake Bilder,68.0,145.0,68.0,3.81,48,4.15,53,0.31,7,71,0.6,36.153319644079396
Scott Bills,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Michael Bisping,73.0,185.0,75.0,4.33,38,2.71,65,1.05,43,63,0.3,47.520876112251884
Simon Biyong,70.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,35.422313483915126
Caio Bittencourt,72.0,185.0,75.0,0.29,16,0.57,33,0.0,0,0,0.0,35.29363449691992
Davi Bittencourt,65.0,135.0,65.0,4.15,66,1.51,46,14.15,33,0,0.0,31.901437371663246
Amaury Bitetti,69.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,57.39630390143737
Anthony Birchak,68.0,135.0,69.0,3.93,36,3.67,56,0.48,14,61,0.5,40.309377138945926
Jan Blachowicz,74.0,205.0,78.0,3.53,50,3.23,51,0.97,48,70,0.4,43.53182751540041
Jason Black,68.0,155.0,72.0,1.06,47,2.6,45,0.48,33,28,6.2,54.143737166324435
Brad Blackburn,70.0,170.0,73.0,4.55,35,3.59,65,0.93,50,76,0.7,49.28405201916495
Jason Blackford,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Tom Blackledge,70.0,205.0,72.0,2.91,61,2.55,46,0.0,0,75,0.0,39.59753593429158
Sherrard Blackledge,71.0,155.0,75.0,3.7,49,3.13,55,4.0,33,42,0.0,33.05681040383299
Chasen Blair,70.0,155.0,71.0,4.31,39,5.39,55,0.0,0,100,0.0,27.89596167008898
Da'Mon Blackshear,70.0,135.0,72.0,4.33,45,4.19,52,1.48,33,71,1.5,32.068446269678304
Erin Blanchfield,64.0,125.0,66.0,5.24,44,4.25,58,1.96,34,78,0.9,27.342915811088297
Maximo Blanco,68.0,145.0,71.0,4.11,44,3.19,66,1.85,36,63,0.3,42.8911704312115
David Blanco,67.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Tereza Bleda,69.0,125.0,71.0,2.92,51,2.14,43,1.72,22,83,0.7,24.76659822039699
Arlene Blencowe,65.0,145.0,72.0,2.31,43,2.1,43,0.0,0,55,0.6,43.40588637919233
Byron Bloodworth,68.0,135.0,72.0,1.82,28,5.18,50,0.0,0,0,0.0,43.058179329226554
Curtis Blaydes,76.0,265.0,80.0,4.18,52,2.76,53,5.12,47,35,0.0,35.5482546201232
Dashawn Boatwright,72.0,205.0,72.0,0.0,0,52.5,12,0.0,0,0,0.0,38.51882272416153
Dan Bobish,74.0,345.0,72.0,2.06,44,1.74,34,2.44,42,0,1.6,56.610540725530456
Mark Bocek,68.0,155.0,75.0,2.34,43,2.32,60,3.65,36,31,1.3,44.86789869952088
Jeremy Boczulak,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
James Bochnovic,76.0,205.0,81.0,0.65,26,3.64,21,0.0,0,0,0.0,37.5605749486653
Kyle Bochniak,67.0,145.0,70.0,2.63,31,5.11,58,1.14,15,62,0.0,39.58384668035592
Jay Bogan,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Derek Bohi,76.0,260.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Galore Bofando,71.0,170.0,72.0,3.63,45,3.63,54,2.37,100,50,0.0,44.29295003422313
Tim Boetsch,72.0,185.0,74.0,2.93,50,2.9,57,1.45,34,59,0.8,45.60438056125941
Roman Bogatov,68.0,155.0,73.0,3.33,42,4.4,44,1.0,9,50,0.0,35.72621492128679
Jerry Bohlander,71.0,199.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,52.563997262149215
Kotetsu Boku,69.0,154.0,72.0,2.47,42,2.8,53,0.0,0,0,0.0,49.27857631759069
Otgonbaatar Boldbaatar,65.0,125.0,67.0,3.26,29,7.83,52,0.0,0,0,0.0,23.698836413415467
Mandy Bohm,67.0,125.0,71.0,2.51,45,3.24,60,0.72,18,75,0.7,37.10335386721424
Gaston Bolanos,67.0,145.0,69.0,3.91,47,3.54,54,0.75,75,50,0.0,33.97672826830938
Denys Bondar,66.0,125.0,69.0,4.59,50,5.16,56,3.99,58,62,0.0,34.19301848049281
Kyle Bolt,74.0,185.0,72.0,7.27,52,7.27,45,0.0,0,0,0.0,39.59753593429158
Gabriel Bonfim,73.0,170.0,72.0,4.76,47,3.61,64,2.57,53,78,1.0,29.045859000684462
Luc Bondole,74.0,205.0,72.0,3.35,51,2.04,62,0.0,0,0,1.8,39.59753593429158
Tony Bonello,74.0,185.0,72.0,0.62,33,12.62,10,0.0,0,0,0.0,53.87816563997262
Ismael Bonfim,68.0,155.0,71.0,5.1,54,3.96,62,1.22,33,76,0.0,30.691307323750856
Igor Borisov,72.0,235.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,62.3025325119781
Jesse Bongfeldt,72.0,185.0,72.0,2.91,62,1.01,50,1.51,33,33,0.0,46.02327173169062
Ray Borg,64.0,135.0,63.0,1.52,52,1.93,48,3.89,50,46,1.0,33.08966461327858
Marcos Bonilla,70.0,145.0,72.0,0.47,12,0.47,94,0.0,0,0,0.0,39.59753593429158
Stephan Bonnar,76.0,205.0,79.0,2.76,38,3.01,52,1.32,40,60,1.0,49.42368240930869
Rogerio Bontorin,65.0,125.0,67.0,2.63,52,3.27,50,2.9,60,51,1.0,34.365503080082135
Kevin Borjas,65.0,125.0,68.0,3.87,42,5.27,50,0.0,0,72,0.0,28.750171115674195
Calen Born,68.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,38.286105407255306
Viacheslav Borshchev,71.0,155.0,69.0,5.1,50,4.46,57,0.0,0,43,0.1,34.6611909650924
Caio Borralho,73.0,185.0,75.0,3.47,56,2.61,60,1.25,50,76,0.4,33.637234770705
Poliana Botelho,68.0,125.0,67.0,2.9,58,2.8,54,0.85,57,76,0.0,37.724845995893226
Gregory Bouchelaghem,74.0,183.0,72.0,0.27,21,1.53,36,0.0,0,50,0.0,48.45722108145106
Roy Boughton,72.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Francois Botha,74.0,260.0,72.0,0.0,0,1.05,77,0.0,0,0,0.0,57.93839835728953
Ilian Bouafia,77.0,185.0,78.0,2.0,47,1.67,65,0.0,0,100,0.0,29.812457221081452
Zachary Borrego,74.0,185.0,78.0,0.0,0,1.94,33,0.0,0,0,0.0,30.135523613963038
Steve Bosse,71.0,205.0,72.0,5.99,52,5.38,50,0.92,33,100,0.0,45.106091718001366
Tanner Boser,74.0,205.0,75.0,4.82,53,3.0,57,0.0,0,69,0.0,35.096509240246405
Marcus Bossett,73.0,215.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Chris Bostick,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Mike Bourke,72.0,275.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,57.779603011635864
Rich Bouphanouvong,67.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Jess Bouscal,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Tai Bowden,71.0,230.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Melton Bowen,72.0,225.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,57.14168377823409
Kyron Bowen,75.0,185.0,73.0,2.73,57,2.05,40,0.0,0,0,0.0,32.70636550308008
Blake Bowman,74.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Roger Bowling,69.0,155.0,68.0,3.9,47,3.86,51,3.09,43,27,0.9,43.75359342915811
Brian Bowles,67.0,135.0,70.0,2.36,26,2.98,64,1.39,70,54,1.4,46.20670773442848
Ashe Bowman,69.0,155.0,72.0,2.43,42,4.86,57,0.0,0,0,0.0,49.80150581793292
Colley  Bradford,67.0,145.0,72.0,0.43,25,1.73,50,19.42,50,100,0.0,39.59753593429158
Sean Brady,70.0,170.0,72.0,4.08,53,2.77,59,3.58,51,86,0.8,33.78507871321013
Ebenezer Fontes Braga,72.0,199.0,72.0,2.42,50,0.42,71,0.0,0,90,0.6,57.39630390143737
Ramiz Brahimaj,70.0,170.0,72.0,2.29,48,3.27,47,1.99,34,44,1.6,33.80150581793292
Anvar Boynazarov,69.0,145.0,72.0,0.0,0,7.83,29,0.0,0,0,0.0,37.65366187542779
Joe Brammer,68.0,155.0,72.0,2.15,31,2.8,56,0.81,50,50,0.0,43.03901437371663
Paul Bradley,69.0,170.0,72.0,2.26,32,4.13,56,1.12,16,100,0.0,43.233401779603014
Adam Bramhald,70.0,135.0,70.0,7.65,45,8.05,33,0.0,0,100,0.0,32.45448323066393
David Branch,73.0,185.0,78.0,1.66,39,1.91,56,2.55,32,43,0.0,44.94455852156057
Kyle Bradley,69.0,155.0,71.0,1.99,40,3.45,58,0.65,50,40,0.0,44.049281314168375
Billy Brand,66.0,135.0,65.0,2.86,25,8.57,40,0.0,0,75,0.0,30.17659137577002
Diego Brandao,67.0,145.0,64.0,2.94,47,3.38,62,3.21,68,80,0.6,39.279945242984255
Michael Bravo,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Martin Bravo,68.0,145.0,71.0,7.66,39,5.72,51,2.6,35,85,0.0,32.95824777549623
Bruna Brasil,66.0,115.0,65.0,2.56,57,3.75,52,1.23,52,57,0.1,32.99657768651608
Roman Bravo-Young,70.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Mike Breeden,70.0,155.0,70.0,5.75,45,7.28,42,0.98,30,67,0.0,37.37713894592745
Elves Brener,70.0,155.0,72.0,4.76,47,5.86,50,0.99,16,76,0.0,28.941820670773442
Tom Breese,75.0,185.0,73.0,3.34,50,2.81,60,0.0,0,70,1.1,34.945927446954144
Charlie Brenneman,70.0,155.0,70.0,1.52,56,1.55,46,4.23,42,72,0.0,45.57152635181382
Marcos Brigagao,75.0,205.0,76.0,3.07,43,3.27,25,0.0,0,36,0.0,30.431211498973305
Lucas Brennan,70.0,155.0,72.0,0.6,25,2.2,52,0.0,0,33,1.0,26.258726899383984
Robert Breslin,71.0,155.0,72.0,2.21,46,3.5,66,1.38,100,50,0.0,39.59753593429158
Chris Brennan,68.0,170.0,72.0,0.6,40,0.97,50,0.0,0,25,2.1,54.902121834360024
Jason Brilz,71.0,205.0,71.0,2.66,40,1.78,65,2.37,25,25,1.3,51.167693360711844
Mack Brewer,70.0,205.0,72.0,0.0,0,6.67,36,0.0,0,0,0.0,39.59753593429158
Henry Briones,68.0,135.0,69.0,3.47,42,4.68,53,0.0,0,52,0.6,45.87268993839836
Marcus Brimage,64.0,135.0,71.0,3.97,35,3.64,56,0.56,100,80,0.0,41.41820670773443
Aaron Brink,75.0,205.0,72.0,3.49,42,5.71,57,0.0,0,0,0.0,51.81656399726215
Joanderson Brito,68.0,145.0,72.0,2.38,50,2.28,43,3.23,67,57,1.2,31.567419575633128
Icaro Brito,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,27.496235455167692
Marcelo Brito,73.0,170.0,72.0,0.6,20,3.53,55,0.0,0,50,0.0,48.77481177275838
Kaik Brito,71.0,170.0,72.0,2.8,38,3.87,55,0.0,0,55,2.0,29.44832306639288
Antwain Britt,73.0,205.0,77.0,1.46,39,2.81,44,1.56,40,50,0.0,48.328542094455855
Drew Brokenshire,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Mike Bronzoulis,72.0,155.0,72.0,1.13,34,2.54,37,0.0,0,33,0.0,47.66872005475702
Jonathan Brookins,72.0,145.0,74.0,2.69,39,3.63,56,1.94,17,80,0.3,41.06502395619439
Will Brooks,70.0,155.0,72.0,4.26,59,2.54,56,2.08,51,82,0.3,39.912388774811774
Lee Brousseau,73.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,51.9233401779603
Jarred Brooks,63.0,125.0,62.0,2.12,46,1.66,62,4.54,57,69,0.6,33.347022587268995
Rob Broughton,74.0,265.0,74.0,2.83,60,2.54,51,0.0,0,26,3.2,43.51266255989049
Matt Brown,72.0,170.0,75.0,3.76,55,2.92,55,1.68,46,63,1.3,45.65366187542779
Dominic Brown,71.0,190.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,44.257357973990416
Mike Brown,66.0,145.0,70.0,2.98,44,2.45,60,3.23,40,66,0.6,50.99520876112252
Todd Brown,71.0,205.0,72.0,2.15,45,3.85,48,0.0,0,50,0.0,49.73032169746749
Frederick Brown,72.0,235.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Terrell Brown,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,43.40041067761807
Chris Brown,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
TJ Brown,69.0,145.0,72.0,3.37,44,2.89,49,3.41,57,36,1.3,36.29295003422313
Damien Brown,70.0,155.0,68.0,3.66,38,4.86,50,0.68,27,53,0.7,41.6974674880219
Randy Brown,75.0,170.0,78.0,4.39,47,3.35,53,0.71,34,74,0.5,36.16427104722793
Humberto Brown Morrison,70.0,145.0,72.0,1.71,50,2.19,62,1.43,25,0,0.0,41.83983572895277
Junie Browning,69.0,155.0,72.0,3.76,48,1.76,66,3.53,66,0,3.5,42.31895961670089
Travis Browne,78.0,255.0,79.0,2.93,41,4.31,42,1.21,68,75,0.2,44.139630390143736
Jules Bruchez,72.0,205.0,72.0,0.69,50,5.52,46,0.0,0,0,0.0,49.05681040383299
Justin Bruckmann,69.0,170.0,72.0,0.59,66,5.91,16,0.0,0,33,0.0,52.12320328542094
Justin Buchholz,72.0,155.0,73.0,2.35,26,4.14,51,0.0,0,33,0.8,43.04175222450377
Steve Bruno,70.0,170.0,72.0,0.96,52,3.38,36,1.94,25,46,0.4,44.84052019164955
Marcus Buchecha,74.0,255.0,77.0,1.59,50,2.15,50,2.02,16,0,0.4,36.65982203969884
Cody Brundage,72.0,185.0,72.0,2.5,51,2.95,50,1.8,41,66,0.5,32.309377138945926
Fernando Bruno,66.0,145.0,72.0,1.75,39,1.78,48,2.02,22,56,0.5,44.53114305270363
Josh Bryant,70.0,185.0,72.0,1.1,20,6.1,43,0.0,0,0,0.0,46.3709787816564
Zak Bucia,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,41.94113620807666
Derek Brunson,73.0,185.0,77.0,3.51,47,3.05,51,3.14,33,85,0.6,42.672142368240934
Dennis Bryant,72.0,205.0,72.0,10.56,59,10.56,13,0.0,0,0,0.0,40.884325804243666
Robert Bryczek,72.0,185.0,75.0,2.8,37,4.51,55,0.36,100,71,0.4,36.17522245037645
Lukasz Brzeski,75.0,236.0,78.0,4.9,50,3.65,54,0.41,33,35,0.4,34.30527036276523
Courtney Buck,70.0,135.0,72.0,1.49,28,3.24,54,0.0,0,33,0.0,44.46817248459959
Joaquin Buckley,70.0,170.0,76.0,3.62,36,3.1,58,1.43,45,70,0.1,32.36139630390144
Martin Buday,76.0,265.0,77.0,4.39,53,4.49,55,0.15,20,93,0.1,34.81998631074607
Francisco Bueno,69.0,225.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,53.70294318959617
Julia Budd,67.0,145.0,67.0,2.42,74,1.18,47,3.6,57,83,0.0,43.175906913073234
Dylan Budka,72.0,185.0,75.0,1.06,38,1.8,42,1.93,38,76,0.4,26.64476386036961
Mike Budnik,69.0,145.0,68.0,0.65,52,0.95,53,0.0,0,0,3.4,52.07939767282683
Mayra Bueno Silva,66.0,135.0,66.0,3.52,56,4.71,51,0.46,23,64,1.3,35.04175222450377
Marek Bujlo,76.0,265.0,77.0,2.07,38,3.27,37,0.0,0,0,0.0,33.90554414784394
Paul Buentello,74.0,245.0,77.0,3.29,45,3.83,52,0.19,33,39,0.4,52.63791923340178
Lee Kwan Bum,74.0,286.0,72.0,0.71,14,0.0,100,0.0,0,0,0.0,39.90143737166324
Modestas Bukauskas,75.0,205.0,76.0,3.14,43,3.86,50,0.23,66,82,0.1,32.56947296372348
Shawn Bunch,65.0,135.0,72.0,0.0,0,1.55,55,0.0,0,50,0.0,43.46885694729637
Josh Bumgarner,73.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,45.295003422313485
Felipe Bunes,67.0,125.0,69.0,3.17,46,4.57,47,1.08,25,40,1.4,36.85420944558521
Shane Burgos,71.0,145.0,75.0,7.4,52,6.78,56,0.43,44,91,0.4,35.46885694729637
Josh Burns,73.0,244.0,72.0,2.4,48,5.73,32,0.0,0,100,0.0,48.31211498973306
Derrick Burnsed,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,46.24229979466119
Herbert Burns,69.0,145.0,73.0,1.86,36,5.17,41,2.94,34,66,1.8,38.5927446954141
Mikey Burnett,66.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,52.40246406570842
Justin Burlinson,73.0,170.0,74.0,1.24,40,3.09,61,0.0,0,100,9.3,29.300479123887747
Kevin Burns,70.0,170.0,74.0,2.74,38,4.3,52,0.28,50,47,0.8,46.510609171800134
Mads Burnell,68.0,145.0,69.0,1.28,41,2.71,51,3.45,47,22,0.4,32.50376454483231
Joshua Burkman,70.0,170.0,72.0,2.69,43,3.13,51,2.53,36,72,0.3,46.40657084188912
Martin Buschkamp,69.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,35.66598220396988
Gilbert Burns,70.0,170.0,71.0,3.16,48,3.68,52,2.04,35,53,0.4,40.13141683778234
Nah-Shon Burrell,71.0,170.0,72.0,4.83,47,3.45,56,0.0,0,52,0.3,36.58316221765914
Nick Bustamante,69.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Eduardo Bustillos,68.0,135.0,72.0,2.61,59,6.22,35,0.0,0,100,0.0,39.26351813826147
Bubba Bush,72.0,185.0,72.0,0.63,55,7.01,25,2.82,50,60,0.0,41.11978097193703
George Bush,73.0,205.0,72.0,6.35,64,2.31,55,17.31,66,0,0.0,39.59753593429158
Dakota Bush,70.0,155.0,73.0,2.77,38,4.42,41,2.4,33,0,0.0,32.24366872005476
Murilo Bustamante,74.0,183.0,72.0,1.33,32,1.9,60,2.46,33,54,1.2,60.10403832991102
Jason Butcher,75.0,185.0,72.0,1.82,40,2.73,25,13.64,50,0,0.0,41.869952087611225
Ian Butler,68.0,155.0,72.0,2.09,14,6.69,36,0.0,0,50,0.0,39.59753593429158
Goldman Butler,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Todd Butler,73.0,200.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Raphael Butler,75.0,261.0,72.0,4.69,45,0.94,91,0.0,0,100,14.1,42.672142368240934
Jesse Butler,70.0,135.0,73.0,2.02,34,4.62,39,0.0,0,0,0.0,34.286105407255306
JP Buys,65.0,135.0,67.0,1.88,39,3.02,40,1.55,25,25,2.3,30.351813826146476
Dennis Buzukja,69.0,145.0,70.0,4.28,44,4.76,48,0.55,27,72,0.2,28.930869267624914
Charles Byrd,70.0,185.0,73.0,3.43,55,2.63,55,2.5,50,40,1.5,42.90485968514716
Priscila Cachoeira,67.0,135.0,65.0,4.35,44,7.45,45,0.37,50,69,0.0,38.04791238877481
Steve Byrnes,72.0,170.0,72.0,1.2,51,2.67,27,3.0,60,0,4.0,47.030800821355236
Michael Byrnes,71.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,36.139630390143736
Yan Cabral,71.0,155.0,73.0,2.02,47,1.98,62,2.89,35,37,1.2,43.318275154004105
Juan Cabrera,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,22.546201232032853
Vince Cachero,66.0,145.0,68.0,3.29,45,6.51,43,0.0,0,18,0.5,36.82956878850103
Alex Caceres,70.0,145.0,73.0,4.21,49,3.09,62,0.54,68,64,0.7,38.21218343600274
Yudi Cahyadi,66.0,145.0,68.0,4.8,62,6.72,48,0.0,0,0,0.0,34.431211498973305
Alvin Cacdac,66.0,125.0,72.0,1.21,66,0.61,0,0.0,0,0,0.0,39.59753593429158
Travis Calanoc,68.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Ricky Calatayud,69.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,43.90691307323751
Carlos Calderon,71.0,145.0,71.0,4.85,42,4.98,33,3.93,33,0,0.0,30.570841889117045
Darrion Caldwell,70.0,135.0,72.0,0.85,34,0.57,60,3.41,66,100,0.8,38.71594798083505
Lucas Caldas,68.0,155.0,70.0,4.8,41,15.67,39,0.0,0,0,0.0,30.29158110882957
Taylor Callens,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,35.29637234770705
Nicolle Caliari,63.0,115.0,62.0,2.88,39,5.59,52,3.38,29,50,1.0,29.83709787816564
Lucas Camacho,76.0,265.0,80.0,4.08,38,8.16,6,0.0,0,0,0.0,33.724845995893226
Joe Camacho,69.0,155.0,72.0,0.31,17,5.0,42,0.0,0,0,0.0,54.49144421629021
Frank Camacho,70.0,155.0,73.0,6.56,46,7.44,51,1.11,31,73,0.0,37.30321697467488
Cynthia Calvillo,64.0,115.0,64.0,4.41,38,4.12,64,1.8,44,77,0.8,39.15126625598905
Matheus Camilo,70.0,155.0,69.0,2.22,43,3.05,66,4.16,53,0,0.6,25.675564681724847
Brian Camozzi,74.0,170.0,78.0,3.15,26,6.39,54,0.0,0,0,0.7,35.20328542094456
Mike Campbell,69.0,155.0,72.0,1.4,26,1.4,63,5.26,100,0,0.0,43.80835044490075
Ricky Camp,67.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Fabricio Camoes,70.0,155.0,71.0,1.29,33,1.85,61,2.34,32,20,1.5,47.70431211498973
